EmpID,Age_ID,AgeGroup_ID,Attrition_ID,BusinessTravel_ID,DailyRate,Department_ID,DistanceFromHomeInKm,Education_ID,EducationField_ID,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction_ID,Gender_ID,HourlyRate,JobInvolvement,JobInvolvement_ID,JobLevel_ID,JobRole_ID,JobSatisfaction_ID,MaritalStatus_ID,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18_ID,OverTime_ID,PercentSalaryHike,PerformanceRating_ID,RelationshipSatisfaction_ID,StandardHours,StockOptionLevel_ID,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM081,13,2,2,1,852,1,1.6,3,1,1,104,2,1,55,Moderate Involvement,2,2,1,3,3,5126,5k-10k,15998,1,1,2,12,1,1,80,2,10,1,Dissatisfied,10,8,3,0
RM089,13,2,2,1,288,1,3.2,1,1,1,117,1,1,99,Moderate Involvement,2,2,7,3,3,4152,Upto 5k,15830,1,1,1,19,1,2,80,4,11,3,Satisfied,11,10,10,8
RM093,13,2,2,1,1334,2,6.4,2,2,1,121,1,2,63,Moderate Involvement,2,2,6,2,2,5209,5k-10k,19760,1,1,2,12,1,4,80,4,11,4,Dissatisfied,11,8,2,7
RM121,13,2,2,2,1312,1,37,1,1,1,159,4,1,96,Low Involvement,3,1,3,1,2,2613,Upto 5k,22310,1,1,1,25,2,1,80,4,10,2,Dissatisfied,10,7,0,9
RM140,13,2,2,1,1240,3,14.5,1,6,1,184,1,1,48,High Involvement,1,2,4,3,3,6347,5k-10k,13982,0,1,2,19,1,3,80,1,12,2,Extremely Dissatisfied,11,9,4,
RM144,13,2,2,1,438,1,29,1,1,1,194,4,2,75,High Involvement,1,1,3,1,1,2632,Upto 5k,23910,1,1,1,14,1,1,80,1,5,4,Dissatisfied,5,4,0,
RM146,13,2,2,1,201,1,8,1,4,1,197,2,2,84,High Involvement,1,1,3,4,2,3204,Upto 5k,10415,5,1,1,14,1,3,80,3,8,3,Satisfied,3,2,2,
RM147,13,2,2,1,1427,1,3.2,3,2,1,198,3,1,35,Moderate Involvement,2,1,1,3,1,2720,Upto 5k,11162,0,1,1,13,1,3,80,1,6,3,Satisfied,5,3,1,
RM168,13,2,2,1,1339,2,8,1,1,1,228,3,2,41,High Involvement,1,3,6,3,3,9419,5k-10k,8053,2,1,1,12,1,1,80,3,12,2,Satisfied,10,9,7,4
RM174,13,2,2,3,111,1,14.5,1,2,1,239,1,1,66,High Involvement,1,2,1,4,2,3072,Upto 5k,11012,1,1,1,11,1,1,80,2,12,4,Satisfied,12,9,6,10
RM212,13,2,2,3,829,1,1.6,3,1,1,292,1,1,88,Moderate Involvement,2,3,5,1,1,8474,5k-10k,20925,1,1,1,22,2,1,80,1,12,2,Satisfied,11,8,5,8
RM215,13,2,1,1,1005,1,4.8,1,4,1,297,2,2,88,High Involvement,1,1,3,4,1,2657,Upto 5k,8556,5,1,2,11,1,1,80,1,8,5,Satisfied,5,2,0,4
RM217,13,2,1,2,334,2,41.8,4,3,1,299,1,2,52,Moderate Involvement,2,2,6,4,1,6696,5k-10k,22967,5,1,1,15,1,1,80,1,9,5,Dissatisfied,6,3,0,1
RM325,13,2,2,1,1275,1,45.1,2,2,1,441,2,2,64,High Involvement,1,2,3,3,3,5775,5k-10k,11934,1,1,1,13,1,3,80,2,11,2,Satisfied,10,8,1,9
RM339,13,2,2,1,570,2,8,1,3,1,456,2,2,30,Moderate Involvement,2,2,6,1,2,6118,5k-10k,5431,1,1,1,13,1,1,80,4,10,2,Satisfied,10,9,1,2
RM355,13,2,2,3,641,2,40.2,2,4,1,475,2,2,85,High Involvement,1,2,6,1,3,4736,Upto 5k,6069,7,1,2,12,1,4,80,3,4,2,Extremely Satisfied,2,2,2,2
RM382,13,2,2,1,202,2,3.2,3,4,1,508,1,1,72,High Involvement,1,1,2,2,3,2476,Upto 5k,17434,1,1,1,18,1,2,80,3,1,3,Satisfied,1,0,0,0
RM386,13,2,1,2,464,1,6.4,1,4,1,514,1,1,40,High Involvement,1,1,3,3,1,2285,Upto 5k,3427,9,1,2,23,2,1,80,1,3,4,Satisfied,1,0,0,0
RM403,13,2,2,1,1082,2,19.3,1,4,1,533,3,2,83,High Involvement,1,2,6,1,1,6577,5k-10k,19558,0,1,1,11,1,4,80,1,6,6,Satisfied,5,4,4,4
RM411,13,2,2,1,317,1,3.2,1,1,1,548,1,2,43,Low Involvement,3,2,5,3,1,6091,5k-10k,24793,2,1,1,20,2,1,80,1,11,2,Satisfied,5,4,0,2
RM420,13,2,2,3,1400,1,4.8,1,1,1,562,1,1,53,High Involvement,1,1,1,3,3,2097,Upto 5k,16734,4,1,1,15,1,1,80,3,9,3,Extremely Dissatisfied,5,3,1,4
RM424,13,2,2,3,1398,2,35.4,4,5,1,567,1,2,69,High Involvement,1,3,6,4,3,8412,5k-10k,2890,0,1,1,11,1,1,80,1,10,3,Satisfied,9,8,7,8
RM427,13,2,2,3,1116,1,3.2,1,2,1,571,1,2,49,High Involvement,1,1,1,3,1,2564,Upto 5k,7181,0,1,1,14,1,1,80,1,12,2,Dissatisfied,11,7,6,7
RM438,13,2,2,1,413,2,11.3,3,3,1,585,2,1,57,High Involvement,1,1,2,2,1,2983,Upto 5k,18398,0,1,1,14,1,2,80,1,4,3,Satisfied,3,2,1,2
RM481,13,2,1,2,448,2,19.3,4,1,1,648,3,1,74,Moderate Involvement,2,1,2,4,3,2033,Upto 5k,14470,1,1,1,18,1,1,80,3,1,2,Extremely Satisfied,1,0,0,0
RM502,13,2,2,2,160,1,4.8,1,2,1,680,1,2,71,High Involvement,1,1,3,1,2,2083,Upto 5k,22653,1,1,1,20,2,1,80,3,1,2,Satisfied,1,0,0,0
RM546,13,2,2,1,501,2,43.5,5,3,1,747,1,1,99,High Involvement,1,2,6,3,2,5304,5k-10k,25275,7,1,1,23,2,3,80,3,10,2,Dissatisfied,8,7,7,7
RM582,13,2,2,1,921,1,1.6,1,1,1,806,2,1,38,Low Involvement,3,1,1,1,3,3833,Upto 5k,24375,3,1,1,21,2,1,80,2,7,2,Satisfied,2,2,0,2
RM603,13,2,2,1,946,1,3.2,1,2,1,833,1,2,52,Moderate Involvement,2,2,5,3,1,6877,5k-10k,20234,5,1,2,24,2,4,80,1,12,4,Dissatisfied,0,0,0,0
RM624,13,2,2,2,1012,1,8,4,1,1,861,3,1,75,Moderate Involvement,2,1,3,3,2,3761,Upto 5k,2373,9,1,1,12,1,4,80,3,10,3,Dissatisfied,5,4,0,3
RM703,13,2,2,1,231,2,12.9,2,5,1,982,1,1,62,High Involvement,1,3,6,1,2,7264,5k-10k,9977,5,1,1,11,1,2,80,3,10,2,Extremely Satisfied,8,4,7,7
RM721,13,2,1,1,138,1,35.4,1,1,1,1004,4,2,48,High Involvement,1,1,3,1,3,2132,Upto 5k,11539,4,1,2,11,1,4,80,1,7,2,Satisfied,5,2,0,1
RM731,13,2,2,1,153,1,12.9,2,1,1,1015,3,2,73,Extremely High Involvement,4,3,8,4,3,11416,10k-15k,17802,0,1,2,12,1,1,80,4,9,4,Dissatisfied,8,7,1,7
RM733,13,2,1,2,109,1,8,1,2,1,1017,3,2,60,High Involvement,1,1,1,2,1,2422,Upto 5k,25725,0,1,1,17,1,2,80,1,4,3,Satisfied,3,2,1,2
RM783,13,2,2,1,1176,1,32.2,1,5,1,1084,1,1,85,High Involvement,1,2,5,4,3,9957,5k-10k,9096,0,1,1,15,1,1,80,3,7,1,Dissatisfied,6,2,0,2
RM845,13,2,2,1,852,2,16.1,1,3,1,1179,1,1,72,Moderate Involvement,2,2,6,1,3,6578,5k-10k,2706,1,1,1,18,1,2,80,3,10,3,Satisfied,10,3,1,4
RM866,13,2,2,1,1329,2,46.7,4,1,1,1211,1,1,61,High Involvement,1,2,6,4,2,4115,Upto 5k,13192,8,1,1,19,1,1,80,4,8,3,Satisfied,4,3,0,3
RM875,13,2,2,1,853,1,11.3,4,1,1,1224,1,1,49,High Involvement,1,2,1,1,2,3491,Upto 5k,11309,1,1,1,13,1,2,80,4,10,4,Dissatisfied,10,7,8,9
RM887,13,2,2,1,1465,1,1.6,1,2,1,1241,2,1,63,High Involvement,1,1,3,2,3,3579,Upto 5k,9369,0,1,2,21,2,2,80,3,12,2,Satisfied,11,9,5,7
RM932,13,2,2,3,879,1,14.5,2,2,1,1298,1,2,72,High Involvement,1,2,5,1,1,4695,Upto 5k,12858,7,1,2,18,1,1,80,1,10,3,Satisfied,8,4,1,7
RM942,13,2,2,1,1138,1,9.7,1,4,1,1311,4,2,48,Moderate Involvement,2,2,1,3,3,4627,Upto 5k,23631,0,1,1,12,1,2,80,3,10,6,Satisfied,9,2,6,7
RM949,13,2,2,1,634,1,27.4,4,2,1,1321,3,2,95,High Involvement,1,3,9,4,3,11916,10k-15k,25927,1,1,2,23,2,3,80,2,9,2,Satisfied,9,1,0,8
RM1014,13,2,2,1,855,2,11.3,4,3,1,1428,2,2,73,High Involvement,1,2,6,4,2,4779,Upto 5k,12761,7,1,1,14,1,4,80,2,8,3,Satisfied,3,2,0,2
RM1050,13,2,2,1,1358,2,25.7,3,1,1,1479,2,1,96,High Involvement,1,2,6,1,3,5301,5k-10k,2939,8,1,1,15,1,1,80,2,4,2,Dissatisfied,2,1,2,2
RM1053,13,2,2,3,990,1,11.3,1,4,1,1482,1,1,64,High Involvement,1,1,3,1,2,1274,Upto 5k,7152,1,1,1,13,1,4,80,2,1,2,Dissatisfied,1,0,0,0
RM1065,13,2,2,1,330,3,1.6,1,1,1,1499,1,1,46,High Involvement,1,1,4,1,2,2064,Upto 5k,15428,0,1,1,21,2,2,80,3,6,3,Extremely Satisfied,5,3,1,3
RM1107,13,2,1,1,740,2,1.6,1,1,1,1562,3,1,64,Moderate Involvement,2,2,6,4,3,9714,5k-10k,5323,1,1,1,11,1,3,80,3,10,4,Satisfied,10,8,6,7
RM1110,13,2,2,1,1288,2,46.7,4,4,1,1568,1,1,33,High Involvement,1,3,6,2,3,9250,5k-10k,17799,3,1,1,12,1,4,80,3,9,3,Satisfied,4,2,1,3
RM1142,13,2,2,1,241,1,11.3,1,2,1,1609,3,1,48,Moderate Involvement,2,1,3,2,3,2141,Upto 5k,5348,1,1,1,12,1,4,80,3,6,3,Dissatisfied,6,4,1,1
RM1234,13,2,2,1,793,1,25.7,3,1,1,1729,3,1,33,High Involvement,1,1,3,3,3,2862,Upto 5k,3811,1,1,1,12,1,4,80,3,10,2,Dissatisfied,10,0,0,8
RM1245,13,2,2,2,1312,1,3.2,4,4,1,1745,2,2,78,Moderate Involvement,2,1,3,4,1,4968,Upto 5k,26427,0,1,1,16,1,3,80,1,10,2,Satisfied,9,7,0,7
RM1247,13,2,1,2,600,3,12.9,1,6,1,1747,1,2,66,Moderate Involvement,2,1,4,3,2,2180,Upto 5k,9732,6,1,1,11,1,1,80,3,6,0,Dissatisfied,4,2,1,2
RM1252,13,2,2,1,979,2,24.1,2,3,1,1754,1,1,94,Moderate Involvement,2,3,6,4,2,7140,5k-10k,3088,2,1,1,11,1,2,80,3,12,2,Satisfied,7,7,1,7
RM1260,13,2,2,1,305,1,25.7,1,1,1,1763,1,1,58,Extremely High Involvement,4,2,7,1,3,5294,5k-10k,9128,3,1,1,16,1,1,80,3,10,3,Satisfied,7,0,1,7
RM1297,13,2,2,1,1092,1,16.1,1,2,1,1816,4,2,64,High Involvement,1,3,5,1,1,9667,5k-10k,2739,9,1,1,14,1,4,80,1,9,3,Satisfied,7,7,0,2
RM1339,13,2,1,1,945,2,14.5,1,2,1,1876,3,1,89,High Involvement,1,1,2,3,1,1081,Upto 5k,16019,1,1,1,13,1,1,80,1,1,3,Dissatisfied,1,0,0,0
RM1413,13,2,2,1,911,1,1.6,2,2,1,1989,2,1,76,High Involvement,1,1,1,2,3,3748,Upto 5k,4077,1,1,1,13,1,1,80,1,12,6,Dissatisfied,12,8,1,7
RM013,14,2,2,1,670,1,41.8,3,1,1,16,4,1,31,High Involvement,1,1,3,1,2,2911,Upto 5k,15170,1,1,1,17,1,3,80,3,5,1,Dissatisfied,5,2,4,3
RM059,14,2,2,1,655,1,11.3,4,1,1,76,2,1,48,High Involvement,1,2,1,3,2,5915,5k-10k,9528,3,1,1,22,2,3,80,3,10,3,Dissatisfied,7,7,1,7
RM073,14,2,2,1,1082,1,1.6,4,2,1,95,1,1,87,High Involvement,1,1,3,2,1,2501,Upto 5k,18775,1,1,1,17,1,4,80,1,1,4,Satisfied,1,1,1,
RM076,14,2,2,1,746,1,12.9,4,1,1,98,1,2,61,High Involvement,1,2,5,3,1,4424,Upto 5k,20682,1,1,1,23,2,3,80,1,11,2,Satisfied,11,7,1,
RM125,14,2,1,1,249,2,9.7,4,1,1,163,3,1,76,Low Involvement,3,2,6,1,3,6172,5k-10k,20739,4,1,2,18,1,4,80,1,12,3,Dissatisfied,7,7,7,7
RM133,14,2,1,1,542,2,32.2,1,1,1,175,3,2,71,Low Involvement,3,2,6,1,3,4559,Upto 5k,24788,3,1,2,11,1,1,80,3,4,2,Satisfied,2,2,2,2
RM181,14,2,2,1,140,1,19.3,3,2,1,246,1,2,95,High Involvement,1,1,3,3,3,3929,Upto 5k,6984,8,1,2,23,2,1,80,3,7,0,Satisfied,4,2,0,2
RM225,14,2,2,3,979,1,1.6,4,2,1,308,1,1,90,Low Involvement,3,2,5,1,3,4345,Upto 5k,4381,0,1,1,12,1,3,80,3,6,2,Satisfied,5,4,1,4
RM246,14,2,2,2,1327,1,4.8,4,2,1,337,3,1,73,High Involvement,1,3,8,1,2,13675,10k-15k,13523,9,1,1,12,1,2,80,3,9,3,Satisfied,2,2,2,2
RM260,14,2,1,2,307,1,46.7,2,2,1,355,1,1,71,Moderate Involvement,2,1,1,2,1,3479,Upto 5k,11652,0,1,1,11,1,4,80,1,6,2,Extremely Satisfied,5,4,1,4
RM267,14,2,2,1,1463,1,37,1,2,1,367,3,1,64,Moderate Involvement,2,2,7,3,3,5582,5k-10k,14408,0,1,1,21,2,4,80,3,10,2,Satisfied,9,0,7,8
RM293,14,2,2,2,444,2,8,1,3,1,399,2,2,84,High Involvement,1,1,2,2,2,2789,Upto 5k,3909,1,1,1,11,1,1,80,3,2,5,Dissatisfied,2,2,2,2
RM304,14,2,2,1,218,2,11.3,1,4,1,416,3,1,100,Extremely High Involvement,4,2,6,3,3,6929,5k-10k,12241,4,1,1,11,1,4,80,3,10,3,Dissatisfied,8,7,7,7
RM310,14,2,2,1,691,1,8,4,4,1,423,1,1,86,High Involvement,1,1,3,3,3,4821,Upto 5k,10077,0,1,2,12,1,1,80,3,6,4,Satisfied,5,2,0,3
RM311,14,2,2,1,106,3,3.2,1,6,1,424,4,1,62,Moderate Involvement,2,2,4,4,3,6410,5k-10k,17822,3,1,1,12,1,3,80,1,9,1,Satisfied,2,2,1,0
RM313,14,2,2,1,192,1,3.2,4,1,1,426,1,1,32,High Involvement,1,1,3,3,2,2695,Upto 5k,7747,0,1,2,18,1,4,80,3,3,2,Extremely Dissatisfied,2,2,2,2
RM322,14,2,2,1,691,2,11.3,1,3,1,438,2,1,73,High Involvement,1,2,6,3,2,7547,5k-10k,7143,4,1,1,12,1,3,80,4,13,3,Satisfied,7,7,1,7
RM326,14,2,2,2,798,1,11.3,2,1,1,442,1,2,48,Moderate Involvement,2,3,5,1,3,8943,5k-10k,14034,1,1,1,24,2,2,80,3,10,2,Satisfied,10,9,8,9
RM343,14,2,2,1,1232,1,11.3,4,2,1,462,1,2,39,High Involvement,1,3,5,3,1,7143,5k-10k,25713,1,1,2,14,1,1,80,1,11,2,Dissatisfied,11,9,4,10
RM370,14,2,2,1,408,1,14.5,4,1,1,493,1,1,42,Moderate Involvement,2,1,3,2,1,2657,Upto 5k,7551,0,1,2,16,1,3,80,1,3,5,Satisfied,2,2,2,2
RM395,14,2,2,1,480,1,11.3,2,2,1,524,3,2,31,High Involvement,1,2,5,4,3,4306,Upto 5k,4156,1,1,1,12,1,4,80,3,13,5,Extremely Dissatisfied,13,10,3,12
RM400,14,2,2,1,329,1,1.6,2,1,1,530,2,1,98,Moderate Involvement,2,1,1,4,3,2218,Upto 5k,16193,1,1,1,12,1,1,80,3,4,3,Satisfied,4,2,3,2
RM435,14,2,2,1,1274,1,14.5,3,1,1,581,1,1,33,High Involvement,1,3,5,2,2,10648,10k-15k,14394,1,1,1,25,2,3,80,3,13,6,Extremely Satisfied,13,8,0,8
RM440,14,2,1,2,534,1,32.2,1,1,1,587,4,1,66,High Involvement,1,3,7,1,3,9824,5k-10k,22908,3,1,1,12,1,2,80,1,12,2,Satisfied,1,0,0,0
RM451,14,2,2,1,828,2,3.2,3,1,1,604,3,1,77,High Involvement,1,2,6,3,1,6582,5k-10k,8346,4,1,2,13,1,1,80,1,10,2,Extremely Satisfied,6,5,0,5
RM457,14,2,2,1,688,2,11.3,1,1,1,613,1,1,44,Moderate Involvement,2,3,9,3,2,11557,10k-15k,25291,9,1,1,21,2,1,80,3,10,3,Dissatisfied,5,4,0,1
RM483,14,2,1,1,1365,2,20.9,4,2,1,650,3,1,46,High Involvement,1,2,6,4,2,4233,Upto 5k,11512,2,1,1,17,1,1,80,1,9,2,Extremely Dissatisfied,3,1,1,2
RM485,14,2,2,1,525,2,9.7,4,2,1,653,4,1,66,Extremely High Involvement,4,2,6,3,2,5460,5k-10k,6219,4,1,1,22,2,3,80,2,13,4,Extremely Satisfied,7,7,5,7
RM645,14,2,2,1,1222,1,17.7,4,1,1,895,2,1,48,High Involvement,1,1,3,3,3,2356,Upto 5k,14871,3,1,2,19,1,4,80,3,8,2,Satisfied,6,4,0,2
RM676,14,2,2,1,154,2,11.3,4,1,1,941,3,1,41,Moderate Involvement,2,1,2,1,3,2329,Upto 5k,11737,3,1,1,15,1,4,80,1,13,2,Extremely Satisfied,7,7,5,2
RM680,14,2,2,3,1188,2,32.2,2,3,1,947,2,2,45,High Involvement,1,2,6,1,3,6932,5k-10k,24406,1,1,1,13,1,3,80,3,9,2,Dissatisfied,9,8,0,0
RM691,14,2,2,1,616,1,19.3,1,2,1,961,2,2,41,High Involvement,1,2,7,3,3,5855,5k-10k,17369,0,1,2,11,1,1,80,2,10,2,Extremely Dissatisfied,9,7,8,5
RM710,14,2,1,3,335,1,14.5,2,2,1,991,1,1,46,Moderate Involvement,2,1,3,4,1,2321,Upto 5k,10322,0,1,2,22,2,2,80,1,4,0,Satisfied,3,2,1,2
RM727,14,2,2,2,853,1,1.6,3,1,1,1011,1,2,96,High Involvement,1,2,5,4,3,4148,Upto 5k,11275,1,1,1,12,1,1,80,3,4,1,Satisfied,4,3,0,3
RM819,14,2,2,2,793,2,32.2,1,1,1,1135,1,1,67,Extremely High Involvement,4,1,2,3,3,2791,Upto 5k,21981,0,1,1,12,1,2,80,3,3,4,Satisfied,2,2,2,2
RM832,14,2,1,2,874,1,24.1,1,2,1,1160,1,1,72,High Involvement,1,1,1,1,3,2610,Upto 5k,6233,1,1,1,12,1,1,80,3,2,5,Dissatisfied,2,2,2,2
RM896,14,2,2,1,1332,1,17.7,2,2,1,1251,1,1,80,High Involvement,1,2,7,4,3,6833,5k-10k,17089,1,1,2,12,1,3,80,1,6,2,Dissatisfied,6,5,0,1
RM897,14,2,2,1,1062,1,38.6,1,2,1,1252,1,2,96,Moderate Involvement,2,2,7,4,1,6812,5k-10k,17198,1,1,1,19,1,4,80,1,10,2,Satisfied,10,9,1,8
RM951,14,2,2,3,587,2,3.2,4,1,1,1324,2,2,57,High Involvement,1,3,6,1,2,9852,5k-10k,8935,1,1,2,19,1,2,80,3,10,5,Dissatisfied,10,8,9,6
RM953,14,2,1,2,1060,2,1.6,1,1,1,1331,2,2,54,High Involvement,1,1,2,2,1,2302,Upto 5k,8319,1,1,2,11,1,2,80,1,3,2,Extremely Satisfied,3,2,2,2
RM981,14,2,1,2,703,2,3.2,1,1,1,1379,1,2,90,Moderate Involvement,2,1,2,3,1,2785,Upto 5k,11882,7,1,1,14,1,1,80,1,3,3,Extremely Satisfied,1,0,0,0
RM986,14,2,1,1,330,1,35.4,4,2,1,1389,2,1,98,High Involvement,1,2,5,1,3,6179,5k-10k,21057,1,1,2,15,1,3,80,2,10,3,Dissatisfied,10,2,6,7
RM1013,14,2,1,2,667,2,1.6,4,1,1,1427,3,2,50,Low Involvement,3,1,2,1,1,1359,Upto 5k,16154,1,1,1,12,1,4,80,1,1,3,Satisfied,1,0,0,0
RM1015,14,2,2,1,182,1,12.9,5,1,1,1430,4,2,93,High Involvement,1,4,8,2,1,16422,15k+,8847,3,1,1,11,1,1,80,1,9,3,Extremely Satisfied,3,2,1,0
RM1017,14,2,1,1,202,1,12.9,1,1,1,1433,4,2,34,Moderate Involvement,2,1,3,2,1,1261,Upto 5k,22262,1,1,1,12,1,1,80,1,1,3,Extremely Satisfied,1,0,0,0
RM1031,14,2,2,1,326,2,12.9,2,1,1,1453,4,1,31,High Involvement,1,3,6,3,2,10793,10k-15k,8386,1,1,1,18,1,2,80,3,13,5,Satisfied,13,7,9,9
RM1034,14,2,1,2,1445,1,1.6,5,1,1,1459,1,2,100,Extremely High Involvement,4,3,5,2,1,7446,5k-10k,8931,1,1,1,11,1,2,80,1,10,2,Satisfied,10,8,4,7
RM1036,14,2,2,1,1398,3,12.9,2,2,1,1461,2,2,96,Extremely High Involvement,4,1,4,2,1,2109,Upto 5k,24609,9,1,1,18,1,3,80,1,8,3,Satisfied,3,2,0,2
RM1037,14,2,1,2,523,1,3.2,1,1,1,1464,3,1,94,High Involvement,1,1,1,3,3,3722,Upto 5k,21081,6,1,2,13,1,1,80,3,7,2,Extremely Dissatisfied,2,2,2,2
RM1086,14,2,1,2,561,1,4.8,1,1,1,1537,2,2,33,High Involvement,1,1,3,1,1,4084,Upto 5k,4156,1,1,1,12,1,2,80,1,7,2,Extremely Dissatisfied,7,2,7,7
RM1145,14,2,2,2,715,2,3.2,4,5,1,1613,2,1,54,High Involvement,1,2,6,4,1,5332,5k-10k,21602,7,1,1,13,1,3,80,1,10,3,Satisfied,5,2,0,3
RM1192,14,2,2,1,1112,2,8,4,1,1,1673,4,2,67,High Involvement,1,2,6,3,3,5476,5k-10k,22589,1,1,1,11,1,2,80,2,10,2,Satisfied,10,0,0,2
RM1228,14,2,2,1,741,1,3.2,4,1,1,1721,3,1,69,High Involvement,1,1,1,1,3,3477,Upto 5k,18103,1,1,1,14,1,3,80,3,6,2,Extremely Satisfied,5,2,0,3
RM1240,14,2,2,2,163,1,38.6,3,4,1,1736,2,2,30,High Involvement,1,2,5,3,1,5238,5k-10k,6670,2,1,1,20,2,3,80,1,9,3,Dissatisfied,5,4,1,4
RM1248,14,2,2,1,1003,2,8,1,4,1,1749,4,1,51,High Involvement,1,2,6,1,3,8346,5k-10k,20943,1,1,1,19,1,1,80,3,6,3,Satisfied,5,2,0,2
RM1258,14,2,1,1,1079,2,25.7,4,3,1,1761,4,1,70,High Involvement,1,3,6,1,3,8161,5k-10k,19002,2,1,1,13,1,2,80,4,10,2,Satisfied,1,0,0,0
RM1275,14,2,2,1,196,2,46.7,4,3,1,1784,4,2,91,Moderate Involvement,2,2,6,3,3,5468,5k-10k,13402,1,1,1,14,1,2,80,2,13,3,Satisfied,12,7,5,7
RM1307,14,2,2,2,1125,2,11.3,4,3,1,1833,4,2,68,High Involvement,1,3,6,4,3,9637,5k-10k,8277,2,1,1,14,1,3,80,2,9,3,Satisfied,3,2,2,2
RM1313,14,2,1,1,359,3,29,5,6,1,1842,2,1,89,Extremely High Involvement,4,1,4,4,3,2956,Upto 5k,21495,0,1,1,17,1,1,80,1,2,4,Satisfied,1,0,0,0
RM1342,14,2,2,1,311,1,32.2,1,1,1,1881,3,1,89,High Involvement,1,2,1,1,2,4197,Upto 5k,18624,1,1,1,11,1,2,80,3,10,2,Satisfied,10,8,0,2
RM1359,14,2,2,1,1079,2,16.1,2,2,1,1912,1,2,86,High Involvement,1,2,6,3,2,6583,5k-10k,20115,2,1,2,11,1,3,80,3,8,2,Satisfied,5,2,1,4
RM1361,14,2,2,1,471,1,6.4,1,2,1,1916,4,2,62,Extremely High Involvement,4,1,1,1,2,3978,Upto 5k,16031,8,1,1,12,1,4,80,3,4,0,Dissatisfied,2,2,2,2
RM1383,14,2,2,3,976,1,4.8,2,2,1,1948,1,1,48,High Involvement,1,1,3,4,2,3065,Upto 5k,3995,1,1,2,13,1,3,80,3,4,3,Extremely Satisfied,4,2,2,3
RM1390,14,2,2,2,1125,1,1.6,1,1,1,1956,2,1,48,Low Involvement,3,2,3,4,3,5003,5k-10k,5771,1,1,1,21,2,4,80,1,10,6,Satisfied,10,8,8,7
RM1396,14,2,1,2,754,2,41.8,4,3,1,1967,4,1,63,High Involvement,1,2,6,3,3,5617,5k-10k,21075,1,1,2,11,1,1,80,1,10,4,Satisfied,10,7,0,8
RM1403,14,2,2,1,1276,1,3.2,3,2,1,1974,2,2,59,Low Involvement,3,1,1,3,2,1129,Upto 5k,17536,1,1,2,11,1,1,80,4,1,4,Satisfied,1,0,0,0
RM1406,14,2,2,3,697,1,16.1,1,2,1,1979,1,2,40,High Involvement,1,3,8,1,3,11031,10k-15k,26862,4,1,1,20,2,1,80,3,13,2,Extremely Satisfied,11,7,4,8
RM1418,14,2,2,1,1154,2,3.2,2,1,1,1996,4,1,54,High Involvement,1,1,2,1,3,3067,Upto 5k,6393,0,1,1,19,1,1,80,3,3,1,Satisfied,2,2,1,2
RM1464,14,2,2,3,325,1,8,1,2,1,2057,3,1,74,High Involvement,1,2,5,4,1,9936,5k-10k,3787,0,1,1,19,1,4,80,1,10,2,Satisfied,9,4,1,7
RM1464,14,2,2,3,325,1,8,1,2,1,2057,3,1,74,High Involvement,1,2,5,4,1,9936,5k-10k,3787,0,1,1,19,1,4,80,1,10,2,Satisfied,9,4,1,7
RM006,15,2,2,2,1005,1,3.2,2,1,1,8,2,1,79,High Involvement,1,1,1,3,1,3068,Upto 5k,11864,0,1,1,13,1,1,80,1,8,2,Dissatisfied,7,7,3,6
RM017,15,2,2,1,334,1,8,2,1,1,21,4,1,80,Extremely High Involvement,4,1,3,2,2,3298,Upto 5k,15053,0,1,2,12,1,3,80,2,7,5,Dissatisfied,6,2,0,5
RM027,15,2,1,2,1125,1,25.7,3,1,1,33,3,2,72,Low Involvement,3,1,3,4,1,3919,Upto 5k,4681,1,1,2,22,2,4,80,1,10,5,Satisfied,10,2,6,
RM061,15,2,2,1,427,1,1.6,1,2,1,78,4,1,33,High Involvement,1,2,5,3,3,6162,5k-10k,10877,1,1,2,22,2,4,80,3,9,3,Satisfied,9,8,7,8
RM074,15,2,2,1,548,1,1.6,1,1,1,96,3,1,66,High Involvement,1,2,3,2,3,6220,5k-10k,7346,1,1,1,17,1,4,80,2,10,3,Satisfied,10,4,0,
RM095,15,2,2,1,1093,2,9.7,4,2,1,125,3,1,87,High Involvement,1,2,6,1,1,5010,5k-10k,24301,1,1,1,16,1,2,80,1,12,0,Satisfied,11,8,5,7
RM102,15,2,2,1,827,1,1.6,3,1,1,134,2,1,71,High Involvement,1,1,3,4,1,2956,Upto 5k,15178,1,1,1,13,1,3,80,1,1,2,Satisfied,1,0,0,0
RM141,15,2,1,1,1033,1,14.5,1,2,1,190,4,2,41,High Involvement,1,1,1,4,1,4200,Upto 5k,10224,7,1,1,22,2,2,80,1,10,2,Extremely Satisfied,5,4,0,
RM145,15,2,2,2,689,2,14.5,2,2,1,195,2,1,35,Low Involvement,3,2,6,3,2,4668,Upto 5k,22812,0,1,1,17,1,3,80,4,9,2,Extremely Satisfied,8,7,0,
